start_time,end_time,duration_hrs,total_precip
1982-03-16 03:00:00,1982-03-16 05:00:00,2.0,0.45
1982-03-19 10:00:00,1982-03-20 03:00:00,17.0,0.96
1982-03-30 12:00:00,1982-03-30 14:00:00,2.0,0.5
1982-04-15 22:00:00,1982-04-16 21:00:00,23.0,1.19
1982-05-20 02:00:00,1982-05-20 03:00:00,1.0,0.15
1982-05-26 11:00:00,1982-05-26 12:00:00,1.0,0.16999999999999998
1982-05-27 07:00:00,1982-05-27 08:00:00,1.0,0.36
1982-05-29 16:00:00,1982-05-30 00:00:00,8.0,0.26
1982-05-31 20:00:00,1982-05-31 23:00:00,3.0,0.15
1982-06-15 02:00:00,1982-06-15 07:00:00,5.0,0.9299999999999999
1982-06-28 08:00:00,1982-06-28 09:00:00,1.0,0.14
1982-07-02 20:00:00,1982-07-03 00:00:00,4.0,2.05
1982-07-06 19:00:00,1982-07-07 02:00:00,7.0,0.79
1982-07-10 10:00:00,1982-07-10 21:00:00,11.0,0.9600000000000001
1982-07-14 00:00:00,1982-07-14 01:00:00,1.0,0.49
1982-07-14 17:00:00,1982-07-14 18:00:00,1.0,0.16999999999999998
1982-07-16 15:00:00,1982-07-16 17:00:00,2.0,0.39
1982-07-21 21:00:00,1982-07-22 11:00:00,14.0,2.7199999999999998
1982-07-27 16:00:00,1982-07-27 17:00:00,1.0,0.2
1982-08-04 02:00:00,1982-08-04 08:00:00,6.0,0.27
1982-08-05 10:00:00,1982-08-05 11:00:00,1.0,0.09
1982-08-07 14:00:00,1982-08-08 04:00:00,14.0,2.4
1982-08-24 21:00:00,1982-08-24 22:00:00,1.0,1.06
1982-09-01 07:00:00,1982-09-01 08:00:00,1.0,0.31
1982-09-17 02:00:00,1982-09-17 21:00:00,19.0,0.48000000000000004
1982-09-19 22:00:00,1982-09-19 23:00:00,1.0,0.08
1982-10-09 01:00:00,1982-10-09 07:00:00,6.0,0.62
1982-10-31 04:00:00,1982-10-31 06:00:00,2.0,0.16
1982-11-01 03:00:00,1982-11-02 00:00:00,21.0,1.6199999999999999
1982-11-11 09:00:00,1982-11-11 14:00:00,5.0,0.86
1982-11-20 19:00:00,1982-11-20 20:00:00,1.0,0.17
1982-11-28 04:00:00,1982-11-28 10:00:00,6.0,0.6400000000000001
1982-12-02 02:00:00,1982-12-03 03:00:00,25.0,4.579999999999999
1982-12-04 23:00:00,1982-12-05 06:00:00,7.0,0.6500000000000001
1982-12-23 02:00:00,1982-12-23 03:00:00,1.0,0.14
1982-12-24 20:00:00,1982-12-25 04:00:00,8.0,2.12
1983-03-18 03:00:00,1983-03-19 02:00:00,23.0,1.35
1983-04-01 17:00:00,1983-04-02 19:00:00,26.0,2.86
1983-04-09 03:00:00,1983-04-09 10:00:00,7.0,1.24
1983-04-13 17:00:00,1983-04-14 02:00:00,9.0,1.24
1983-04-28 00:00:00,1983-04-28 06:00:00,6.0,0.8300000000000002
1983-05-01 15:00:00,1983-05-01 20:00:00,5.0,1.01
1983-05-06 06:00:00,1983-05-06 08:00:00,2.0,0.2
1983-05-07 16:00:00,1983-05-07 17:00:00,1.0,0.14
1983-05-13 20:00:00,1983-05-14 00:00:00,4.0,0.5900000000000001
1983-05-19 00:00:00,1983-05-19 08:00:00,8.0,0.7000000000000001
1983-05-22 02:00:00,1983-05-22 20:00:00,18.0,1.62
1983-05-24 23:00:00,1983-05-25 01:00:00,2.0,0.38
1983-05-27 20:00:00,1983-05-27 21:00:00,1.0,0.12000000000000001
1983-05-29 02:00:00,1983-05-29 16:00:00,14.0,0.8700000000000001
1983-06-10 02:00:00,1983-06-10 06:00:00,4.0,1.1800000000000002
1983-06-14 19:00:00,1983-06-15 02:00:00,7.0,0.73
1983-06-27 03:00:00,1983-06-27 22:00:00,19.0,1.6700000000000002
1983-07-01 03:00:00,1983-07-01 11:00:00,8.0,0.54
1983-07-17 19:00:00,1983-07-17 20:00:00,1.0,0.19
1983-07-18 09:00:00,1983-07-18 19:00:00,10.0,0.73
1983-07-19 22:00:00,1983-07-20 00:00:00,2.0,0.33999999999999997
1983-07-20 18:00:00,1983-07-20 19:00:00,1.0,0.26
1983-07-23 16:00:00,1983-07-23 17:00:00,1.0,0.08
1983-07-29 20:00:00,1983-07-29 21:00:00,1.0,0.26
1983-08-10 20:00:00,1983-08-10 21:00:00,1.0,0.13
1983-08-17 05:00:00,1983-08-17 07:00:00,2.0,0.97
1983-08-25 13:00:00,1983-08-25 14:00:00,1.0,0.24
1983-09-05 21:00:00,1983-09-06 04:00:00,7.0,1.6
1983-09-10 20:00:00,1983-09-10 23:00:00,3.0,0.43
1983-09-18 23:00:00,1983-09-19 02:00:00,3.0,0.3
1983-09-20 12:00:00,1983-09-20 18:00:00,6.0,0.5900000000000001
1983-10-08 04:00:00,1983-10-08 05:00:00,1.0,0.15
1983-10-12 01:00:00,1983-10-12 10:00:00,9.0,0.71
1983-11-23 02:00:00,1983-11-23 17:00:00,15.0,1.54
1983-12-05 17:00:00,1983-12-06 10:00:00,17.0,0.41
1983-12-28 06:00:00,1983-12-28 10:00:00,4.0,0.17
1984-01-30 00:00:00,1984-01-30 08:00:00,8.0,0.41
1984-02-18 14:00:00,1984-02-18 20:00:00,6.0,0.36
1984-03-15 03:00:00,1984-03-15 22:00:00,19.0,0.9400000000000001
1984-03-17 18:00:00,1984-03-17 20:00:00,2.0,0.29000000000000004
1984-03-19 18:00:00,1984-03-20 01:00:00,7.0,0.8400000000000001
1984-04-22 04:00:00,1984-04-22 20:00:00,16.0,1.3900000000000001
1984-04-29 15:00:00,1984-04-29 23:00:00,8.0,0.46
1984-05-13 05:00:00,1984-05-13 07:00:00,2.0,0.19
1984-05-22 03:00:00,1984-05-22 16:00:00,13.0,1.55
1984-05-24 22:00:00,1984-05-25 09:00:00,11.0,0.43
1984-06-13 14:00:00,1984-06-13 15:00:00,1.0,0.08
1984-06-21 20:00:00,1984-06-22 08:00:00,12.0,0.2
1984-06-23 20:00:00,1984-06-23 21:00:00,1.0,0.81
1984-06-27 01:00:00,1984-06-27 02:00:00,1.0,0.22
1984-07-10 21:00:00,1984-07-11 05:00:00,8.0,1.12
1984-07-20 17:00:00,1984-07-20 19:00:00,2.0,1.63
1984-07-26 11:00:00,1984-07-26 13:00:00,2.0,0.18
1984-08-07 10:00:00,1984-08-07 11:00:00,1.0,0.16
1984-08-08 05:00:00,1984-08-08 06:00:00,1.0,0.28
1984-08-09 17:00:00,1984-08-09 20:00:00,3.0,1.39
1984-08-16 14:00:00,1984-08-16 15:00:00,1.0,0.08
1984-09-04 19:00:00,1984-09-04 20:00:00,1.0,0.13
1984-09-08 14:00:00,1984-09-08 15:00:00,1.0,0.19
1984-09-11 01:00:00,1984-09-11 02:00:00,1.0,0.35
1984-09-13 10:00:00,1984-09-13 13:00:00,3.0,0.54
1984-09-25 06:00:00,1984-09-25 14:00:00,8.0,1.2999999999999998
1984-10-08 02:00:00,1984-10-08 03:00:00,1.0,0.19999999999999998
1984-10-14 07:00:00,1984-10-14 10:00:00,3.0,0.41000000000000003
1984-10-15 04:00:00,1984-10-15 05:00:00,1.0,0.41
1984-10-31 10:00:00,1984-11-01 09:00:00,23.0,1.28
1984-11-09 01:00:00,1984-11-09 15:00:00,14.0,0.42000000000000004
1984-11-27 00:00:00,1984-11-27 19:00:00,19.0,1.2400000000000002
1984-12-09 21:00:00,1984-12-09 22:00:00,1.0,0.08
1984-12-21 09:00:00,1984-12-21 15:00:00,6.0,0.47000000000000003
1985-01-11 02:00:00,1985-01-11 03:00:00,1.0,0.09
1985-02-04 23:00:00,1985-02-05 06:00:00,7.0,0.27
1985-02-22 22:00:00,1985-02-24 09:00:00,35.0,2.03
1985-03-23 18:00:00,1985-03-23 20:00:00,2.0,0.10999999999999999
1985-03-27 09:00:00,1985-03-27 10:00:00,1.0,0.1
1985-03-28 01:00:00,1985-03-28 16:00:00,15.0,0.93
1985-03-31 00:00:00,1985-03-31 10:00:00,10.0,0.39999999999999997
1985-04-05 07:00:00,1985-04-05 22:00:00,15.0,0.41000000000000003
1985-04-23 19:00:00,1985-04-23 23:00:00,4.0,0.6499999999999999
1985-05-12 03:00:00,1985-05-12 04:00:00,1.0,0.09
1985-05-15 01:00:00,1985-05-15 03:00:00,2.0,0.31
1985-05-16 21:00:00,1985-05-17 00:00:00,3.0,0.5900000000000001
1985-05-20 09:00:00,1985-05-20 12:00:00,3.0,0.27
1985-05-26 21:00:00,1985-05-27 13:00:00,16.0,0.8400000000000001
1985-06-11 07:00:00,1985-06-11 12:00:00,5.0,0.6499999999999999
1985-06-21 05:00:00,1985-06-21 06:00:00,1.0,0.14
1985-06-23 12:00:00,1985-06-23 13:00:00,1.0,0.08
1985-07-04 23:00:00,1985-07-05 00:00:00,1.0,0.25
1985-07-09 21:00:00,1985-07-09 22:00:00,1.0,0.72
1985-07-25 13:00:00,1985-07-25 17:00:00,4.0,0.8400000000000001
1985-07-30 23:00:00,1985-07-31 06:00:00,7.0,1.0
1985-08-06 01:00:00,1985-08-06 03:00:00,2.0,1.12
1985-08-13 03:00:00,1985-08-13 06:00:00,3.0,1.6400000000000001
1985-08-15 00:00:00,1985-08-15 04:00:00,4.0,0.26
1985-08-24 16:00:00,1985-08-24 17:00:00,1.0,0.2
1985-09-06 08:00:00,1985-09-06 09:00:00,1.0,0.13
1985-09-08 15:00:00,1985-09-09 05:00:00,14.0,0.95
1985-09-22 15:00:00,1985-09-22 23:00:00,8.0,0.26
1985-10-04 07:00:00,1985-10-04 16:00:00,9.0,0.7100000000000002
1985-10-08 05:00:00,1985-10-09 12:00:00,31.0,0.78
1985-10-10 02:00:00,1985-10-10 08:00:00,6.0,0.19
1985-10-18 14:00:00,1985-10-18 23:00:00,9.0,2.05
1985-11-09 14:00:00,1985-11-10 00:00:00,10.0,1.04
1985-11-18 07:00:00,1985-11-18 22:00:00,15.0,1.1700000000000002
1985-11-19 15:00:00,1985-11-19 18:00:00,3.0,0.92
1986-02-18 22:00:00,1986-02-18 23:00:00,1.0,0.13
1986-03-10 08:00:00,1986-03-10 11:00:00,3.0,0.39
1986-04-01 10:00:00,1986-04-01 11:00:00,1.0,0.15
1986-04-14 13:00:00,1986-04-14 15:00:00,2.0,0.18
1986-05-13 22:00:00,1986-05-13 23:00:00,1.0,0.13
1986-05-17 03:00:00,1986-05-17 04:00:00,1.0,0.2
1986-05-17 16:00:00,1986-05-18 07:00:00,15.0,1.35
1986-05-29 08:00:00,1986-05-29 09:00:00,1.0,0.17
1986-06-05 02:00:00,1986-06-05 05:00:00,3.0,0.65
1986-06-10 18:00:00,1986-06-10 19:00:00,1.0,0.19
1986-06-14 09:00:00,1986-06-14 23:00:00,14.0,0.82
1986-06-22 09:00:00,1986-06-22 10:00:00,1.0,0.25
1986-06-30 03:00:00,1986-06-30 08:00:00,5.0,0.6099999999999999
1986-07-10 16:00:00,1986-07-12 10:00:00,42.0,1.58
1986-07-15 20:00:00,1986-07-15 21:00:00,1.0,0.15
1986-07-25 03:00:00,1986-07-25 08:00:00,5.0,0.21999999999999997
1986-07-28 01:00:00,1986-07-28 02:00:00,1.0,0.49
1986-08-26 07:00:00,1986-08-26 16:00:00,9.0,0.56
1986-09-03 17:00:00,1986-09-03 18:00:00,1.0,0.14
1986-09-11 07:00:00,1986-09-11 10:00:00,3.0,1.5399999999999998
1986-09-17 17:00:00,1986-09-17 18:00:00,1.0,0.15
1986-09-21 07:00:00,1986-09-21 10:00:00,3.0,0.78
1986-09-22 20:00:00,1986-09-22 23:00:00,3.0,0.69
1986-09-24 19:00:00,1986-09-24 23:00:00,4.0,0.76
1986-09-26 04:00:00,1986-09-26 13:00:00,9.0,0.6599999999999999
1986-09-28 20:00:00,1986-09-28 21:00:00,1.0,0.11
1986-09-29 12:00:00,1986-09-29 16:00:00,4.0,1.2500000000000002
1986-10-08 17:00:00,1986-10-08 18:00:00,1.0,0.19
1986-12-01 19:00:00,1986-12-02 00:00:00,5.0,0.22000000000000003
1987-01-29 09:00:00,1987-01-29 16:00:00,7.0,0.4
1987-04-11 00:00:00,1987-04-11 18:00:00,18.0,0.7000000000000002
1987-05-02 01:00:00,1987-05-02 05:00:00,4.0,0.48000000000000004
1987-05-11 17:00:00,1987-05-11 18:00:00,1.0,0.17
1987-05-19 01:00:00,1987-05-19 05:00:00,4.0,0.36
1987-05-27 19:00:00,1987-05-27 20:00:00,1.0,0.25
1987-06-11 19:00:00,1987-06-11 21:00:00,2.0,0.98
1987-06-20 15:00:00,1987-06-20 19:00:00,4.0,0.22
1987-06-29 19:00:00,1987-06-29 20:00:00,1.0,0.09
1987-07-05 04:00:00,1987-07-05 15:00:00,11.0,0.5
1987-07-09 16:00:00,1987-07-09 19:00:00,3.0,0.32000000000000006
1987-07-10 17:00:00,1987-07-10 18:00:00,1.0,0.08
1987-07-15 04:00:00,1987-07-15 10:00:00,6.0,0.6
1987-07-20 20:00:00,1987-07-20 23:00:00,3.0,0.7899999999999999
1987-07-26 18:00:00,1987-07-26 19:00:00,1.0,0.67
1987-07-27 08:00:00,1987-07-27 10:00:00,2.0,0.32
1987-07-31 11:00:00,1987-07-31 13:00:00,2.0,0.63
1987-08-08 13:00:00,1987-08-08 23:00:00,10.0,0.34
1987-08-13 21:00:00,1987-08-14 15:00:00,18.0,9.350000000000001
1987-08-15 03:00:00,1987-08-15 06:00:00,3.0,0.5900000000000001
1987-08-16 08:00:00,1987-08-16 09:00:00,1.0,0.12
1987-08-16 21:00:00,1987-08-16 23:00:00,2.0,2.7
1987-08-18 11:00:00,1987-08-18 12:00:00,1.0,0.28
1987-08-21 07:00:00,1987-08-21 11:00:00,4.0,0.37
1987-09-16 09:00:00,1987-09-17 10:00:00,25.0,0.5
1987-09-20 18:00:00,1987-09-20 19:00:00,1.0,0.13
1987-10-16 22:00:00,1987-10-17 00:00:00,2.0,0.23
1987-10-31 21:00:00,1987-10-31 23:00:00,2.0,0.54
1987-11-01 17:00:00,1987-11-02 01:00:00,8.0,0.4
1988-01-19 15:00:00,1988-01-20 00:00:00,9.0,0.62
1988-01-31 06:00:00,1988-01-31 10:00:00,4.0,0.33
1988-02-14 20:00:00,1988-02-14 22:00:00,2.0,0.3
1988-03-12 11:00:00,1988-03-12 12:00:00,1.0,0.1
1988-03-24 06:00:00,1988-03-24 07:00:00,1.0,0.14
1988-03-25 01:00:00,1988-03-25 02:00:00,1.0,0.12
1988-04-02 14:00:00,1988-04-02 15:00:00,1.0,0.38
1988-04-05 21:00:00,1988-04-06 06:00:00,9.0,0.97
1988-04-22 23:00:00,1988-04-23 00:00:00,1.0,0.09999999999999999
1988-04-26 20:00:00,1988-04-26 21:00:00,1.0,0.12
1988-05-15 12:00:00,1988-05-15 16:00:00,4.0,0.35
1988-06-20 18:00:00,1988-06-20 19:00:00,1.0,0.22
1988-06-22 19:00:00,1988-06-22 20:00:00,1.0,0.13
1988-06-28 21:00:00,1988-06-29 06:00:00,9.0,0.6500000000000001
1988-07-16 15:00:00,1988-07-16 16:00:00,1.0,0.29
1988-07-30 02:00:00,1988-07-30 17:00:00,15.0,1.5099999999999998
1988-08-04 18:00:00,1988-08-04 19:00:00,1.0,0.36000000000000004
1988-08-08 20:00:00,1988-08-09 00:00:00,4.0,1.1800000000000002
1988-08-10 13:00:00,1988-08-10 14:00:00,1.0,0.32
1988-08-13 17:00:00,1988-08-13 19:00:00,2.0,0.21000000000000002
1988-08-18 16:00:00,1988-08-18 20:00:00,4.0,0.21
1988-09-04 18:00:00,1988-09-04 19:00:00,1.0,0.1
1988-09-12 07:00:00,1988-09-12 10:00:00,3.0,1.93
1988-09-18 08:00:00,1988-09-19 01:00:00,17.0,0.66
1988-09-19 13:00:00,1988-09-19 16:00:00,3.0,0.19
1988-09-22 19:00:00,1988-09-23 00:00:00,5.0,0.52
1988-10-15 19:00:00,1988-10-15 20:00:00,1.0,0.08
1988-10-23 03:00:00,1988-10-23 09:00:00,6.0,0.3
1988-11-04 07:00:00,1988-11-04 12:00:00,5.0,1.5
1988-11-09 15:00:00,1988-11-10 03:00:00,12.0,1.32
1988-11-12 09:00:00,1988-11-12 18:00:00,9.0,0.37
1988-11-15 15:00:00,1988-11-16 03:00:00,12.0,0.8500000000000001
1988-11-19 03:00:00,1988-11-19 06:00:00,3.0,0.25
1989-01-07 19:00:00,1989-01-07 20:00:00,1.0,0.12
1989-02-13 04:00:00,1989-02-13 06:00:00,2.0,0.2
1989-03-14 18:00:00,1989-03-14 19:00:00,1.0,0.25
1989-03-17 15:00:00,1989-03-17 18:00:00,3.0,0.31000000000000005
1989-03-28 08:00:00,1989-03-28 18:00:00,10.0,0.44
1989-04-17 14:00:00,1989-04-17 15:00:00,1.0,0.08
1989-04-25 03:00:00,1989-04-25 04:00:00,1.0,0.44
1989-04-28 02:00:00,1989-04-28 09:00:00,7.0,0.35000000000000003
1989-05-25 01:00:00,1989-05-25 02:00:00,1.0,0.23
1989-05-29 05:00:00,1989-05-29 07:00:00,2.0,0.29000000000000004
1989-05-31 15:00:00,1989-06-01 10:00:00,19.0,0.87
1989-06-03 07:00:00,1989-06-03 13:00:00,6.0,0.38
1989-07-11 10:00:00,1989-07-12 02:00:00,16.0,0.43
1989-07-18 16:00:00,1989-07-19 02:00:00,10.0,2.11
1989-07-25 15:00:00,1989-07-26 00:00:00,9.0,0.36
1989-07-29 19:00:00,1989-07-30 01:00:00,6.0,1.3399999999999999
1989-08-04 01:00:00,1989-08-04 05:00:00,4.0,3.4
1989-08-05 01:00:00,1989-08-05 06:00:00,5.0,0.79
1989-08-08 19:00:00,1989-08-08 20:00:00,1.0,0.09
1989-08-10 17:00:00,1989-08-10 19:00:00,2.0,0.22999999999999998
1989-08-11 13:00:00,1989-08-11 15:00:00,2.0,0.22999999999999998
1989-08-12 14:00:00,1989-08-12 15:00:00,1.0,0.16
1989-08-13 19:00:00,1989-08-13 21:00:00,2.0,0.54
1989-08-19 23:00:00,1989-08-20 01:00:00,2.0,0.75
1989-08-28 06:00:00,1989-08-28 09:00:00,3.0,0.68
1989-09-04 17:00:00,1989-09-04 18:00:00,1.0,0.11
1989-09-06 03:00:00,1989-09-06 10:00:00,7.0,0.46
1989-09-09 05:00:00,1989-09-09 06:00:00,1.0,0.47
1989-11-05 19:00:00,1989-11-05 20:00:00,1.0,0.29
1989-11-14 23:00:00,1989-11-15 18:00:00,19.0,0.92
1990-01-16 03:00:00,1990-01-16 04:00:00,1.0,0.12
1990-01-17 05:00:00,1990-01-17 06:00:00,1.0,0.14
1990-01-25 03:00:00,1990-01-25 15:00:00,12.0,1.0700000000000003
1990-03-08 11:00:00,1990-03-09 00:00:00,13.0,1.3800000000000001
1990-03-13 10:00:00,1990-03-13 11:00:00,1.0,0.09
1990-03-22 09:00:00,1990-03-22 14:00:00,5.0,0.46
1990-04-09 20:00:00,1990-04-09 23:00:00,3.0,0.31
1990-05-04 03:00:00,1990-05-04 18:00:00,15.0,1.64
1990-05-09 14:00:00,1990-05-10 08:00:00,18.0,3.2800000000000002
1990-05-19 11:00:00,1990-05-19 13:00:00,2.0,0.4
1990-06-02 07:00:00,1990-06-02 08:00:00,1.0,0.17
1990-06-07 19:00:00,1990-06-08 08:00:00,13.0,0.33
1990-06-13 21:00:00,1990-06-14 07:00:00,10.0,0.58
1990-06-20 00:00:00,1990-06-20 01:00:00,1.0,0.09999999999999999
1990-06-22 07:00:00,1990-06-22 16:00:00,9.0,0.48
1990-06-26 09:00:00,1990-06-26 10:00:00,1.0,0.15
1990-07-11 01:00:00,1990-07-11 03:00:00,2.0,0.19
1990-07-18 15:00:00,1990-07-18 16:00:00,1.0,0.11
1990-07-19 16:00:00,1990-07-20 14:00:00,22.0,1.4
1990-08-04 07:00:00,1990-08-04 08:00:00,1.0,0.18000000000000002
1990-08-10 19:00:00,1990-08-10 21:00:00,2.0,0.53
1990-08-12 05:00:00,1990-08-12 18:00:00,13.0,1.5100000000000002
1990-08-19 04:00:00,1990-08-19 06:00:00,2.0,0.51
1990-08-19 20:00:00,1990-08-21 15:00:00,43.0,1.8
1990-09-14 08:00:00,1990-09-14 12:00:00,4.0,0.25
1990-09-21 07:00:00,1990-09-21 10:00:00,3.0,0.46
1990-10-07 08:00:00,1990-10-07 11:00:00,3.0,0.4600000000000001
1990-10-14 14:00:00,1990-10-14 16:00:00,2.0,0.32
1990-10-17 20:00:00,1990-10-17 21:00:00,1.0,0.19
1990-12-03 08:00:00,1990-12-03 10:00:00,2.0,0.22
1990-12-21 10:00:00,1990-12-21 11:00:00,1.0,0.15
1991-02-18 11:00:00,1991-02-18 14:00:00,3.0,0.37
1991-03-12 22:00:00,1991-03-13 02:00:00,4.0,0.38
1991-03-26 05:00:00,1991-03-26 08:00:00,3.0,0.37
1991-03-27 02:00:00,1991-03-27 18:00:00,16.0,0.99
1991-04-08 22:00:00,1991-04-09 08:00:00,10.0,1.29
1991-04-14 05:00:00,1991-04-14 08:00:00,3.0,0.38
1991-04-14 23:00:00,1991-04-15 08:00:00,9.0,1.24
1991-04-23 14:00:00,1991-04-23 22:00:00,8.0,0.35
1991-04-27 11:00:00,1991-04-27 12:00:00,1.0,0.13
1991-05-05 04:00:00,1991-05-05 19:00:00,15.0,1.29
1991-05-16 17:00:00,1991-05-16 18:00:00,1.0,0.85
1991-05-17 22:00:00,1991-05-18 01:00:00,3.0,0.43
1991-05-23 11:00:00,1991-05-23 12:00:00,1.0,0.25
1991-05-25 00:00:00,1991-05-25 02:00:00,2.0,0.76
1991-05-25 16:00:00,1991-05-25 20:00:00,4.0,0.87
1991-06-01 22:00:00,1991-06-01 23:00:00,1.0,0.4
1991-07-03 16:00:00,1991-07-03 17:00:00,1.0,0.24
1991-07-04 20:00:00,1991-07-04 21:00:00,1.0,0.08
1991-07-07 07:00:00,1991-07-07 08:00:00,1.0,0.34
1991-07-22 19:00:00,1991-07-22 20:00:00,1.0,0.42
1991-08-07 10:00:00,1991-08-07 11:00:00,1.0,0.11
1991-08-19 03:00:00,1991-08-19 16:00:00,13.0,0.27
1991-08-29 21:00:00,1991-08-30 00:00:00,3.0,0.5
1991-09-03 13:00:00,1991-09-03 17:00:00,4.0,0.6900000000000001
1991-09-11 23:00:00,1991-09-12 08:00:00,9.0,0.66
1991-09-14 00:00:00,1991-09-14 01:00:00,1.0,0.13
1991-09-15 23:00:00,1991-09-16 00:00:00,1.0,0.16
1991-10-02 18:00:00,1991-10-02 21:00:00,3.0,0.25
1991-10-03 21:00:00,1991-10-05 00:00:00,27.0,2.79
1991-10-26 09:00:00,1991-10-26 19:00:00,10.0,1.02
1991-11-18 01:00:00,1991-11-18 03:00:00,2.0,0.21000000000000002
1991-11-19 15:00:00,1991-11-20 01:00:00,10.0,0.48
1991-11-29 23:00:00,1991-11-30 01:00:00,2.0,0.5
1991-12-08 17:00:00,1991-12-08 18:00:00,1.0,0.3
1991-12-12 09:00:00,1991-12-12 19:00:00,10.0,0.49000000000000005
1991-12-20 16:00:00,1991-12-20 17:00:00,1.0,0.12000000000000001
1992-01-08 09:00:00,1992-01-08 11:00:00,2.0,0.18
1992-02-18 04:00:00,1992-02-18 16:00:00,12.0,0.23
1992-03-06 16:00:00,1992-03-06 20:00:00,4.0,0.13999999999999999
1992-03-09 18:00:00,1992-03-10 02:00:00,8.0,0.34
1992-03-29 18:00:00,1992-03-29 21:00:00,3.0,0.23
1992-04-15 07:00:00,1992-04-16 11:00:00,28.0,0.92
1992-06-17 11:00:00,1992-06-17 16:00:00,5.0,1.2200000000000002
1992-07-02 14:00:00,1992-07-02 18:00:00,4.0,0.61
1992-07-13 08:00:00,1992-07-14 13:00:00,29.0,1.02
1992-07-16 04:00:00,1992-07-16 05:00:00,1.0,0.09
1992-07-18 16:00:00,1992-07-18 18:00:00,2.0,0.48
1992-07-30 09:00:00,1992-07-30 23:00:00,14.0,0.8000000000000002
1992-08-02 13:00:00,1992-08-02 14:00:00,1.0,0.5
1992-08-07 19:00:00,1992-08-07 21:00:00,2.0,0.32
1992-08-12 13:00:00,1992-08-12 14:00:00,1.0,0.11
1992-08-18 14:00:00,1992-08-18 15:00:00,1.0,0.24
1992-08-25 13:00:00,1992-08-26 05:00:00,16.0,0.7
1992-08-29 07:00:00,1992-08-29 09:00:00,2.0,0.32
1992-09-08 00:00:00,1992-09-08 01:00:00,1.0,0.19
1992-09-09 07:00:00,1992-09-09 18:00:00,11.0,1.02
1992-09-14 14:00:00,1992-09-14 15:00:00,1.0,0.35
1992-09-18 07:00:00,1992-09-18 08:00:00,1.0,0.13
1992-09-26 07:00:00,1992-09-26 23:00:00,16.0,0.8200000000000001
1992-10-08 14:00:00,1992-10-08 15:00:00,1.0,0.17
1992-10-14 14:00:00,1992-10-15 04:00:00,14.0,1.22
1992-11-03 13:00:00,1992-11-04 00:00:00,11.0,0.78
1992-11-09 04:00:00,1992-11-09 06:00:00,2.0,0.19
1992-11-25 14:00:00,1992-11-25 19:00:00,5.0,0.39
1992-12-29 05:00:00,1992-12-29 07:00:00,2.0,0.4
1992-12-30 02:00:00,1992-12-30 19:00:00,17.0,0.8800000000000001
1993-01-12 16:00:00,1993-01-13 06:00:00,14.0,0.69
1993-02-21 00:00:00,1993-02-21 09:00:00,9.0,0.38
1993-03-21 22:00:00,1993-03-23 04:00:00,30.0,1.53
1993-03-31 05:00:00,1993-04-01 21:00:00,40.0,2.06
1993-04-19 10:00:00,1993-04-20 10:00:00,24.0,1.2300000000000002
1993-05-28 17:00:00,1993-05-28 18:00:00,1.0,0.11
1993-06-04 16:00:00,1993-06-04 20:00:00,4.0,1.33
1993-06-07 12:00:00,1993-06-08 20:00:00,32.0,1.7900000000000003
1993-06-14 04:00:00,1993-06-14 06:00:00,2.0,0.6000000000000001
1993-06-17 19:00:00,1993-06-18 01:00:00,6.0,1.53
1993-06-18 23:00:00,1993-06-19 05:00:00,6.0,1.4
1993-06-19 18:00:00,1993-06-19 20:00:00,2.0,0.22999999999999998
1993-06-26 19:00:00,1993-06-26 21:00:00,2.0,1.2
1993-06-28 01:00:00,1993-06-28 03:00:00,2.0,0.36
1993-06-30 02:00:00,1993-06-30 08:00:00,6.0,0.81
1993-07-06 00:00:00,1993-07-06 01:00:00,1.0,0.15
1993-07-13 19:00:00,1993-07-13 20:00:00,1.0,0.11
1993-07-18 05:00:00,1993-07-18 18:00:00,13.0,2.85
1993-07-25 06:00:00,1993-07-25 09:00:00,3.0,1.2
1993-08-06 01:00:00,1993-08-06 07:00:00,6.0,0.28
1993-08-09 14:00:00,1993-08-09 15:00:00,1.0,0.19
1993-08-15 12:00:00,1993-08-15 17:00:00,5.0,1.87
1993-08-23 18:00:00,1993-08-23 20:00:00,2.0,1.4
1993-08-29 02:00:00,1993-08-29 13:00:00,11.0,0.8000000000000002
1993-08-30 19:00:00,1993-08-31 08:00:00,13.0,0.7600000000000001
1993-09-02 07:00:00,1993-09-02 09:00:00,2.0,0.13
1993-09-03 02:00:00,1993-09-03 03:00:00,1.0,0.15000000000000002
1993-09-20 19:00:00,1993-09-20 20:00:00,1.0,0.22
1993-09-25 12:00:00,1993-09-25 23:00:00,11.0,1.2000000000000002
1993-10-08 22:00:00,1993-10-09 04:00:00,6.0,0.45
1993-10-16 04:00:00,1993-10-16 06:00:00,2.0,0.2
1993-10-20 17:00:00,1993-10-20 22:00:00,5.0,0.93
1993-11-12 22:00:00,1993-11-12 23:00:00,1.0,0.23
1993-11-24 17:00:00,1993-11-24 18:00:00,1.0,0.11
1993-12-18 04:00:00,1993-12-18 15:00:00,11.0,0.46
1994-02-19 18:00:00,1994-02-20 03:00:00,9.0,1.2500000000000002
1994-03-21 01:00:00,1994-03-21 06:00:00,5.0,0.35
1994-04-28 13:00:00,1994-04-28 16:00:00,3.0,0.35000000000000003
